Agency,State,Total Agency Size (Bytes),Total Agency Size (GiB),Total Agency Size (GB),Total Agency Size (TiB),,,
e66ff975ebf63aff2cb4cfffe8186088 (Agency not Matched),,89492670,0.08335,0.08949,8.00E-05,,,
mesaaz.gov,AZ,88760673,0.08266,0.08876,8.00E-05,,,
thomascountyga.gov,GA,87903069,0.08187,0.0879,8.00E-05,,,
huffmanisd.tx,TX,87162820,0.08118,0.08716,8.00E-05,,,
marioncountyms.com,MS,85856439,0.07996,0.08586,8.00E-05,,,
ccepartners.msi.demo,IL,85502114,0.07963,0.0855,8.00E-05,,,
dunwoodyga.gov,GA,84709024,0.07889,0.08471,8.00E-05,,,
sheriff.sullivancountynh.gov,NH,84089225,0.07831,0.08409,8.00E-05,,,
echdemo6.motoville.911,,83925140,0.07816,0.08393,8.00E-05,,,
louva-va-p1cadhost,VA,83049629,0.07735,0.08305,8.00E-05,,,
p1trn.pd.alvin-tx.gov,TX,82544537,0.07688,0.08254,8.00E-05,,,
qrlab1a.bexarmetro911,,81488293,0.07589,0.08149,7.00E-05,,,
oprfhs.org,IL,80493816,0.07497,0.08049,7.00E-05,,,
apxnext.csa.msi,IL,78850844,0.07344,0.07885,7.00E-05,,,
townofwingatenc.gov,NC,78430174,0.07304,0.07843,7.00E-05,,,
ecosys.il.p1cadhost.msi,IL,76788503,0.07151,0.07679,7.00E-05,,,
ci.marshalltown.ia.us,IA,76696318,0.07143,0.0767,7.00E-05,,,
rcso.rock.mn.us,MN,75900060,0.07069,0.0759,7.00E-05,,,
beta.arlingtonva.gov,VA,74425347,0.06931,0.07443,7.00E-05,,,
locustnc.com,NC,74185313,0.06909,0.07419,7.00E-05,,,
northogdencity.com,UT,71645622,0.06673,0.07165,7.00E-05,,,
training.cadhost.nashvilledec.gov,TN,71638226,0.06672,0.07164,7.00E-05,,,
msp.michigan.gov,MI,70367867,0.06554,0.07037,6.00E-05,,,
ttps.gov.tt,Trinidad and Tobago,68662222,0.06395,0.06866,6.00E-05,,,
srpmic-nsn.gov,AZ,68058107,0.06338,0.06806,6.00E-05,,,
ecosys.il.p1cadhost.trn.msi,IL,67066817,0.06246,0.06707,6.00E-05,,,
so.cedar.co.ia.us,IA,66596650,0.06202,0.0666,6.00E-05,,,
pd.sjcd.tx.us,TX,66579993,0.06201,0.06658,6.00E-05,,,
sd.floydcounty.in,IN,66295644,0.06174,0.0663,6.00E-05,,,
jeannettepd.pa.us,PA,64687287,0.06024,0.06469,6.00E-05,,,
mtoraboh.us,OH,64059280,0.05966,0.06406,6.00E-05,,,
hidalgocoso.tx.us,TX,61431418,0.05721,0.06143,6.00E-05,,,
leaguecitypd.tx.us,,59552811,0.05546,0.05955,5.00E-05,,,
fedheightspd.co.us,,58116870,0.05413,0.05812,5.00E-05,,,
burkesheriff.org,NC,57886644,0.05391,0.05789,5.00E-05,,,
msi.sedemo.cadweb03,IL,55692111,0.05187,0.05569,5.00E-05,,,
purcellvilleva.gov,,55587740,0.05177,0.05559,5.00E-05,,,
bostonhauthpd.ma.us,MA,55300434,0.0515,0.0553,5.00E-05,,,
comanchecrimestopperstx.com,Texas,55002752,0.05123,0.055,5.00E-05,,,
newtonsheriffga.org,GA,54890253,0.05112,0.05489,5.00E-05,,,
gardnerk12.org,MA,54743317,0.05098,0.05474,5.00E-05,,,
responder.lapd.standalone,CA,53759451,0.05007,0.05376,5.00E-05,,,
co.jones.tx.us,TX,53034103,0.04939,0.05303,5.00E-05,,,
preprod.rc-sheriff.com,Texas,52614486,0.049,0.05261,5.00E-05,,,
sewickleypolice.com,PA,51414093,0.04788,0.05141,5.00E-05,,,
5e282d78929da0b28e0412fe823fd25b (Agency not Matched),,51241657,0.04772,0.05124,5.00E-05,,,
echdemo4.motoville.911,,51118378,0.04761,0.05112,5.00E-05,,,
msi.sedemo.cadweb.apxcad.pd,IL,50537589,0.04707,0.05054,5.00E-05,,,
co.wright.ia.us,IA,50290647,0.04684,0.05029,5.00E-05,,,
southeastern.edu,LA,50167987,0.04672,0.05017,5.00E-05,,,
procommproducts.com,MI,49588230,0.04618,0.04959,5.00E-05,,,
pd.cityofwilliston.com,ND,49335353,0.04595,0.04934,4.00E-05,,,
clearcreekisd.crimestoppersweb.com,TX,48917918,0.04556,0.04892,4.00E-05,,,
7.forces.uk,NV,48404013,0.04508,0.0484,4.00E-05,,,
durhamtech.edu,,45994179,0.04284,0.04599,4.00E-05,,,
rochesternh.net,NH,45675069,0.04254,0.04568,4.00E-05,,,
goldsboronc.gov,NC,45616636,0.04248,0.04562,4.00E-05,,,
cps.ernesto.responderstarter.p1,GA,45121009,0.04202,0.04512,4.00E-05,,,
328cf3433c61b52593e422db35c6b091 (Agency not Matched),,44957219,0.04187,0.04496,4.00E-05,,,
altechradio.com,New York,44868806,0.04179,0.04487,4.00E-05,,,
msi.ccrms.automated.tests,KS,43805105,0.0408,0.04381,4.00E-05,,,
emciwireless.com,FL,43239013,0.04027,0.04324,4.00E-05,,,
ci.lake-forest-park.wa.us,WA,42951984,0.04,0.04295,4.00E-05,,,
hollyspringsmsus.com,MS,42232822,0.03933,0.04223,4.00E-05,,,
ptd.net,PA,41852397,0.03898,0.04185,4.00E-05,,,
ashlandcountysheriff.us,WI,40333454,0.03756,0.04033,4.00E-05,,,
clarkdale.az.gov,AZ,40197083,0.03744,0.0402,4.00E-05,,,
petersburg-va.org,VA,40146560,0.03739,0.04015,4.00E-05,,,
msi.systemdesign.demo,IL,39272350,0.03658,0.03927,4.00E-05,,,
msi.sedemo.cadweb07,IL,39253616,0.03656,0.03925,4.00E-05,,,
p1trn.websterpd.com,TX,38844447,0.03618,0.03884,4.00E-05,,,
apxnext.boxtest.msi,FL,38377785,0.03574,0.03838,3.00E-05,,,
vbco.org,MI,38212253,0.03559,0.03821,3.00E-05,,,
qrlab1b.bexarmetro911,,38074374,0.03546,0.03807,3.00E-05,,,
phippsburg.com,ME,37648579,0.03506,0.03765,3.00E-05,,,
nashville.tn.p1cadhost.gov,TN,37586124,0.035,0.03759,3.00E-05,,,
ci.jerome.id.us,ID,37571405,0.03499,0.03757,3.00E-05,,,
pittsfield-mi.gov,MI,35631845,0.03318,0.03563,3.00E-05,,,
pd.salemva.gov,VA,35411055,0.03298,0.03541,3.00E-05,,,
enid.org,OK,35364753,0.03294,0.03536,3.00E-05,,,
cityofargonia.com,KS,35031905,0.03263,0.03503,3.00E-05,,,
ecosys.il.p1.so.msi,IL,34465884,0.0321,0.03447,3.00E-05,,,
msi.flex.sdi.a.demo,IL,34139007,0.03179,0.03414,3.00E-05,,,
oakislandpd.nc.us,NC,34093572,0.03175,0.03409,3.00E-05,,,
townofranlo.org,NC,33746700,0.03143,0.03375,3.00E-05,,,
echdemo5.motoville.911,,33532523,0.03123,0.03353,3.00E-05,,,
msi.sedemo.cadweb11,IL,33483424,0.03118,0.03348,3.00E-05,,,
msi.onehandheld.demo,UT,32779957,0.03053,0.03278,3.00E-05,,,
nypd.org,NY,32745135,0.0305,0.03275,3.00E-05,,,
crimestopperstt.com,,32709552,0.03046,0.03271,3.00E-05,,,
training.lapd.org,CA,32373053,0.03015,0.03237,3.00E-05,,,
gastongov.com,North Carolina,31225846,0.02908,0.03123,3.00E-05,,,
pd.tcnj.edu,NJ,30839391,0.02872,0.03084,3.00E-05,,,
cps.ccetesting.ernesto.p1,GA,30358601,0.02827,0.03036,3.00E-05,,,
hartsvillesc.gov,South Carolina,30029490,0.02797,0.03003,3.00E-05,,,
knoxsheriff.org,TN,29604698,0.02757,0.0296,3.00E-05,,,
scsotn.com,TN,29278028,0.02727,0.02928,3.00E-05,,,
ci.laredo.tx.us,TX,29241995,0.02723,0.02924,3.00E-05,,,
p1trn.reddingpd.ca.us,,29232759,0.02723,0.02923,3.00E-05,,,
lakeway-tx.gov,TX,28970214,0.02698,0.02897,3.00E-05,,,
putnamsheriff.org,Florida,28739191,0.02677,0.02874,3.00E-05,,,
pd.webbcity.mo.us,MO,28591177,0.02663,0.02859,3.00E-05,,,
southmiamipdfl.gov,,28591022,0.02663,0.02859,3.00E-05,,,
missionks.org,KS,28419977,0.02647,0.02842,3.00E-05,,,
aib.apo.si.msi,IL,28317173,0.02637,0.02832,3.00E-05,,,
spect.rieman2.p1starter,IL,28136444,0.0262,0.02814,3.00E-05,,,
msi.transcription.e2e,UT,28113306,0.02618,0.02811,3.00E-05,,,
allydemo,UT,27805680,0.0259,0.02781,3.00E-05,,,
indy.gov,Indiana,27771466,0.02586,0.02777,3.00E-05,,,
co.randolph.nc.us,NC,26793313,0.02495,0.02679,2.00E-05,,,
cityofnewnan.org,GA,26600871,0.02477,0.0266,2.00E-05,,,
p1trn.ci.deer-park.tx.us,TX,26537003,0.02471,0.02654,2.00E-05,,,
oakboro.com,NC,26241488,0.02444,0.02624,2.00E-05,,,
ci.billings.mt.us,MT,26040867,0.02425,0.02604,2.00E-05,,,
msi.vnxt.cl.prod.demo4.com,Illinois,25784942,0.02401,0.02578,2.00E-05,,,
rustonlincolncrimestoppers.com,LA,25517162,0.02376,0.02552,2.00E-05,,,
staging.lapd.org,CA,25478221,0.02373,0.02548,2.00E-05,,,
cranstonpoliceri.com,RI,25212244,0.02348,0.02521,2.00E-05,,,
manchesterct.gov,CT,25145990,0.02342,0.02515,2.00E-05,,,
msi.soc,,25088622,0.02337,0.02509,2.00E-05,,,
msi.sedemo.cadweb14,IL,24445590,0.02277,0.02445,2.00E-05,,,
echdemo15.motoville.911,,24391417,0.02272,0.02439,2.00E-05,,,
leettwp.org,PA,23960195,0.02231,0.02396,2.00E-05,,,
pantegopd.tx.us,TX,23937849,0.02229,0.02394,2.00E-05,,,
cps.ernesto.p1dems.standard,GA,23775405,0.02214,0.02378,2.00E-05,,,
rockwallcounty.crimestoppersweb.com,TX,23656664,0.02203,0.02366,2.00E-05,,,
msi.flex.sales.demo.7,IL,23294877,0.0217,0.02329,2.00E-05,,,
msi.flex.sales.demo.studio.pd,Illinois,23212788,0.02162,0.02321,2.00E-05,,,
cps.garber.p1.responder1,GA,22853068,0.02128,0.02285,2.00E-05,,,
coeburnpd.va.us,VA,22753030,0.02119,0.02275,2.00E-05,,,
countyofnapa.org,CA,22742910,0.02118,0.02274,2.00E-05,,,
p1trn.leaguecitypd.tx.us,TX,22602873,0.02105,0.0226,2.00E-05,,,
nesscoso.org,KS,22582045,0.02103,0.02258,2.00E-05,,,
madisontwp.com,Michigan,22191699,0.02067,0.02219,2.00E-05,,,
ci.dumas.tx.us,TX,21890644,0.02039,0.02189,2.00E-05,,,
abilenepd.tx.us,TX,21627811,0.02014,0.02163,2.00E-05,,,
shipshewana.org,Indiana,21494696,0.02002,0.02149,2.00E-05,,,
msi.devices,,21450839,0.01998,0.02145,2.00E-05,,,
gascitypolice.net,IN,20979821,0.01954,0.02098,2.00E-05,,,
sangabrielpd.ca.us,CA,20141486,0.01876,0.02014,2.00E-05,,,
bearcom.com,TX,20134400,0.01875,0.02013,2.00E-05,,,
tooelecity.org,,19879608,0.01851,0.01988,2.00E-05,,,
ecosys.il.p1.pd1.msi,IL,19387933,0.01806,0.01939,2.00E-05,,,
msi.sedemo.cadweb08,IL,19335981,0.01801,0.01934,2.00E-05,,,
roc6.bexarmetro911,TX,19187795,0.01787,0.01919,2.00E-05,,,
alachuasheriff.org,FL,19127890,0.01781,0.01913,2.00E-05,,,
sr2022.2.mttp.beta,,19071867,0.01776,0.01907,2.00E-05,,,
millersvillepd.tn.us,TN,19025452,0.01772,0.01903,2.00E-05,,,
kcpd.mo.p1cadhost.trn.gov,MO,18809584,0.01752,0.01881,2.00E-05,,,
melroseparkpd.com,,18472723,0.0172,0.01847,2.00E-05,,,
brgov.com,LA,18372561,0.01711,0.01837,2.00E-05,,,
p1trn.laportetx.gov,TX,18228358,0.01698,0.01823,2.00E-05,,,
vhal.org,,18030623,0.01679,0.01803,2.00E-05,,,
ecc.galco,,17609485,0.0164,0.01761,2.00E-05,,,
ecosys.il.p1cadhost.stg.msi,IL,17421744,0.01623,0.01742,2.00E-05,,,
police.marshalltown-ia.gov,IA,17173220,0.01599,0.01717,2.00E-05,,,
co.valencia.nm.us,New Mexico,17020576,0.01585,0.01702,2.00E-05,,,
brazil.demo.com,LACR,16955520,0.01579,0.01696,2.00E-05,,,
darienil.gov,IL,16645876,0.0155,0.01665,2.00E-05,,,
gf.mhanation.com,ND,16488225,0.01536,0.01649,1.00E-05,,,
montgomerycoia.us,IA,16381283,0.01526,0.01638,1.00E-05,,,
pearlandfmo.tx.us,TX,16269499,0.01515,0.01627,1.00E-05,,,
newtongov.org,IA,16170885,0.01506,0.01617,1.00E-05,,,
echdemo1.motoville.911,,15941457,0.01485,0.01594,1.00E-05,,,
msi.onehandheld.test.formdefaultexpiry,NY,15830467,0.01474,0.01583,1.00E-05,,,
brazoriacountytx.gov,TX,15550255,0.01448,0.01555,1.00E-05,,,
telluride-co.gov,CO,15263279,0.01422,0.01526,1.00E-05,,,
westhomesteadpd.pa.us,PA,14939518,0.01391,0.01494,1.00E-05,,,
preprod.glendaleaz.com,Arizona,14771706,0.01376,0.01477,1.00E-05,,,
co.adams.wi.us,WI,14724941,0.01371,0.01472,1.00E-05,,,
ci.southlake.tx.us,TX,14681822,0.01367,0.01468,1.00E-05,,,
bwater.com,CT,13571992,0.01264,0.01357,1.00E-05,,,
msi.test,IL,13350704,0.01243,0.01335,1.00E-05,,,
hcnj.us,,13100523,0.0122,0.0131,1.00E-05,,,
cherokeega.com,GA,13008415,0.01212,0.01301,1.00E-05,,,
co.calumet.wi.us,WI,12921623,0.01203,0.01292,1.00E-05,,,
boycepd.la.us,LA,12574456,0.01171,0.01257,1.00E-05,,,
msi.cadcloud.p1.5363qian46.dc,NV,12557339,0.01169,0.01256,1.00E-05,,,
hialeahfl.gov,Florida,12555483,0.01169,0.01256,1.00E-05,,,
rcsheriff.org,OK,12540699,0.01168,0.01254,1.00E-05,,,
apd.cceco.msi.demo,IL,12506613,0.01165,0.01251,1.00E-05,,,
mecca911.org,WV,12074552,0.01125,0.01207,1.00E-05,,,
echdemo2.motoville.911,,12052691,0.01122,0.01205,1.00E-05,,,
ecosys2.il.p1cadhost.msi,IL,11615182,0.01082,0.01162,1.00E-05,,,
tpso.net,LA,11320664,0.01054,0.01132,1.00E-05,,,
co.walton.ga.us,GA,11318627,0.01054,0.01132,1.00E-05,,,
msi.p1rms.pdm.d.demo,UT,10874469,0.01013,0.01087,1.00E-05,,,
wisconsin.gov,,10829532,0.01009,0.01083,1.00E-05,,,
cps.ernesto.rmsstartertoprem,IL,10757315,0.01002,0.01076,1.00E-05,,,
msi.p1.sdi.a.demo,IL,10589245,0.00986,0.01059,1.00E-05,,,
msi.flex.deployments.test.shared,UT,10384516,0.00967,0.01038,1.00E-05,,,
westga.edu,GA,10202764,0.0095,0.0102,1.00E-05,,,
cityofelgin.org,Illinois,10121346,0.00943,0.01012,1.00E-05,,,
pd.copperascove.tx.us,TX,9675568,0.00901,0.00968,1.00E-05,,,
columbustexas.net,TX,9521011,0.00887,0.00952,1.00E-05,,,
ncshp.nc.p1cadhost.trn.gov,NC,9279787,0.00864,0.00928,1.00E-05,,,
echdemo3.motoville.911,,9130185,0.0085,0.00913,1.00E-05,,,
testing.laytoncity,UT,8863200,0.00825,0.00886,1.00E-05,,,
claibornecosd.ms.us,MS,8856702,0.00825,0.00886,1.00E-05,,,
jesstest,,8484866,0.0079,0.00848,1.00E-05,,,
albany.ga.us,GA,8263625,0.0077,0.00826,1.00E-05,,,
so.cartercounty.tn.us,TN,8131155,0.00757,0.00813,1.00E-05,,,
pmmg.mg.gov.br,LACR,8083698,0.00753,0.00808,1.00E-05,,,
childagency.911citestprod,,8012266,0.00746,0.00801,1.00E-05,,,
scdmh.org,SC,7991603,0.00744,0.00799,1.00E-05,,,
ramseypd.com,NJ,7720414,0.00719,0.00772,1.00E-05,,,
bigstonegap.org,VA,7660228,0.00713,0.00766,1.00E-05,,,
usca.edu,SC,7239454,0.00674,0.00724,1.00E-05,,,
ci.galesburg.il.us,IL,7040482,0.00656,0.00704,1.00E-05,,,
cps.newcce.testing0223,,6968453,0.00649,0.00697,1.00E-05,,,
kcpd.mo.p1cadhost.gov,MO,6858236,0.00639,0.00686,1.00E-05,,,
perryschools.org,,6788038,0.00632,0.00679,1.00E-05,,,
demo.vsp.virginia.gov,VA,6713169,0.00625,0.00671,1.00E-05,,,
msi.ccr.test.a,IL,6657699,0.0062,0.00666,1.00E-05,,,
nola.gov,Louisiana,6613896,0.00616,0.00661,1.00E-05,,,
eauclairwi.gov,WI,6560689,0.00611,0.00656,1.00E-05,,,
troopers.ny.gov,,6378157,0.00594,0.00638,1.00E-05,,,
grandfutures.org,CO,6325613,0.00589,0.00633,1.00E-05,,,
reddingpd.ca.us,CA,6274937,0.00584,0.00627,1.00E-05,,,
sandbox.finance.nyc.gov,NY,6244357,0.00582,0.00624,1.00E-05,,,
cityofconway.org,AR,6180520,0.00576,0.00618,1.00E-05,,,
msi.prod.cchybrid.lahost,,5885486,0.00548,0.00589,1.00E-05,,,
aumsville.us,OR,5833338,0.00543,0.00583,1.00E-05,,,
cityoftownsend.net,TN,5819143,0.00542,0.00582,1.00E-05,,,
ci.anderson.ca.us,CA,5747943,0.00535,0.00575,1.00E-05,,,
msi.sedemo.cadweb04,IL,5594856,0.00521,0.00559,1.00E-05,,,
frantz.paul.test.customer,,5546692,0.00517,0.00555,1.00E-05,,,
msi.sedemo.cadweb.sf,IL,5464877,0.00509,0.00546,0,,,
pascosheriff.org,FL,5446681,0.00507,0.00545,0,,,
spect.rieman.p1starter,IL,5340746,0.00497,0.00534,0,,,
pd.villageofbloomingdale.org,IL,5239119,0.00488,0.00524,0,,,
cps.larry.responder.p1,IL,5163507,0.00481,0.00516,0,,,
bbfl.us,FL,5064793,0.00472,0.00506,0,,,
bbfl.us.pd,,5064357,0.00472,0.00506,0,,,
westfordma.gov,MA,5062956,0.00472,0.00506,0,,,
hccpct3.tx.us,TX,5038869,0.00469,0.00504,0,,,
fairfaxcounty.gov,VA,5027566,0.00468,0.00503,0,,,
policiamilitar.sp.gov.br,LACR,4891558,0.00456,0.00489,0,,,
ecosys.il.p1.pd3.msi,NV,4838015,0.00451,0.00484,0,,,
cps.moriarty.ccedemo,Colorado,4830479,0.0045,0.00483,0,,,
abtech.edu,NC,4731019,0.00441,0.00473,0,,,
dadeschools.net,,4645589,0.00433,0.00465,0,,,
adeliowa.org,IA,4533820,0.00422,0.00453,0,,,
fhp.fl.gov,FL,4502337,0.00419,0.0045,0,,,
ironcounty.net,UT,4500818,0.00419,0.0045,0,,,
cps.amanda.responder.p1,IL,4483421,0.00418,0.00448,0,,,
msi.sedemo.cadweb12,IL,4383028,0.00408,0.00438,0,,,
msi.sedemo.cadweb16,,4341115,0.00404,0.00434,0,,,
msi.sedemo.cadweb13,IL,4239044,0.00395,0.00424,0,,,
fortlauderdale.gov,FL,4167931,0.00388,0.00417,0,,,
motorola.lansingmi.gov,MI,4064562,0.00379,0.00406,0,,,
tuscaloosa.com,AL,3912212,0.00364,0.00391,0,,,
de.mhanation.com,ND,3813839,0.00355,0.00381,0,,,
boxtest.usgov-prod.rcp,FL,3756298,0.0035,0.00376,0,,,
coh.local,OH,3750169,0.00349,0.00375,0,,,
coralgables.com,FL,3619135,0.00337,0.00362,0,,,
cbsb.cl,LACR,3605852,0.00336,0.00361,0,,,
msi.sedemo.cadweb05,IL,3465634,0.00323,0.00347,0,,,
norwalkct.org,CT,3431742,0.0032,0.00343,0,,,
beta.so.loudoun.gov,,3348116,0.00312,0.00335,0,,,
jcsheriff.org,GA,3346047,0.00312,0.00335,0,,,
effinghamcrimestoppers.com,IL,3213505,0.00299,0.00321,0,,,
msi.sedemo.cadweb.primary,IL,3131190,0.00292,0.00313,0,,,
cityofwaupaca.org,WI,3074573,0.00286,0.00307,0,,,
denco.org,TX,3065496,0.00285,0.00307,0,,,
p1trn.andersonpd.ca.us,,2926248,0.00273,0.00293,0,,,
msi.cadcloud.p1.5363qian46,Illinois,2864890,0.00267,0.00286,0,,,
forsyth.k12.ga.us,GA,2812351,0.00262,0.00281,0,,,
biglakemn.org,MN,2754035,0.00256,0.00275,0,,,
centegix.awareapi,,2644869,0.00246,0.00264,0,,,
richlandcs.com,MT,2628956,0.00245,0.00263,0,,,
co.gem.id.us,ID,2477424,0.00231,0.00248,0,,,
echdemo10.motoville.911,,2446041,0.00228,0.00245,0,,,
fun.ernesto.test,IL,2409656,0.00224,0.00241,0,,,
msi.ccrms.morris.pdm,KS,2403852,0.00224,0.0024,0,,,
cps.ernesto3.p1,GA,2401134,0.00224,0.0024,0,,,
yucatan.gob.mx,YUC,2393261,0.00223,0.00239,0,,,
portla.org,,2380258,0.00222,0.00238,0,,,
wupd.com,IA,2341069,0.00218,0.00234,0,,,
musgrovecsa,,2332100,0.00217,0.00233,0,,,
msi.sedemo.cadweb10,IL,2166183,0.00202,0.00217,0,,,
beta.fire.houstontx.gov,TX,2145057,0.002,0.00215,0,,,
infocrimemontreal.ca,QC,2130892,0.00198,0.00213,0,,,
ci.davenport.ia.us,IA,2110647,0.00197,0.00211,0,,,
cps.test.thompson.ech,,2026708,0.00189,0.00203,0,,,
echdemo13.motoville.911,,2019553,0.00188,0.00202,0,,,
msi.eco.lab,IL,1999251,0.00186,0.002,0,,,
cloudactivation.msi,,1992735,0.00186,0.00199,0,,,
p1trn.pd.morganspoint-tx.com,TX,1992501,0.00186,0.00199,0,,,
echdemo16.motoville.911,,1871594,0.00174,0.00187,0,,,
crimestoppers.tas.au,Tasmania,1821121,0.0017,0.00182,0,,,
da.solutionspecialists.demo,IL,1799109,0.00168,0.0018,0,,,
preprod2.rc-sheriff.com,AZ,1778718,0.00166,0.00178,0,,,
wirelessnc.com,NC,1742531,0.00162,0.00174,0,,,
msi.cadcloud.p1.5798jo,CO,1656854,0.00154,0.00166,0,,,
demssales.com,IL,1604165,0.00149,0.0016,0,,,
mcpcity.com,KS,1537965,0.00143,0.00154,0,,,
msi.ccadmin.pdm.demo,,1521428,0.00142,0.00152,0,,,
cps.ernesto.p1dems.responderstarter,GA,1504315,0.0014,0.0015,0,,,
gardencityks.us.da,KS,1468993,0.00137,0.00147,0,,,
ci.boca-raton.fl.us,FL,1382736,0.00129,0.00138,0,,,
echdemo8.motoville.911,,1377177,0.00128,0.00138,0,,,
carabineros.cl,LACR,1318949,0.00123,0.00132,0,,,
p1trn.pd.texascitytx.gov,TX,1292251,0.0012,0.00129,0,,,
awaredeploymentsandbox,,1275516,0.00119,0.00128,0,,,
echdemo11.motoville.911,,1226555,0.00114,0.00123,0,,,
ucsd.edu,CA,1220541,0.00114,0.00122,0,,,
p1trn.pd.dickinsontexas.gov,TX,1188196,0.00111,0.00119,0,,,
readingpa.gov,PA,1156355,0.00108,0.00116,0,,,
p1cad.motwa.net,WA,1099308,0.00102,0.0011,0,,,
dpd.ci.dallas.tx.us,Texas,1023980,0.00095,0.00102,0,,,
comsourcemi.com,MI,960683,0.00089,0.00096,0,,,
beta.lafayette911.org,LA,926312,0.00086,0.00093,0,,,
echdemo7.motoville.911,,896818,0.00084,0.0009,0,,,
lsp.la.gov,LA,886845,0.00083,0.00089,0,,,
tpso.narc.net,LA,877107,0.00082,0.00088,0,,,
norcomct.net,CT,870822,0.00081,0.00087,0,,,
laportetx.gov,Texas,865042,0.00081,0.00087,0,,,
echdemo12.motoville.911,,834256,0.00078,0.00083,0,,,
msi.callyo.test,FL,769250,0.00072,0.00077,0,,,
co.monterey.ca.us,CA,762557,0.00071,0.00076,0,,,
msi.records.standalone,Malopolska,737839,0.00069,0.00074,0,,,
danbury-ct.gov,CT,735701,0.00069,0.00074,0,,,
comtechradio.com,WY,703224,0.00065,0.0007,0,,,
randolphcountync.gov,NC,655767,0.00061,0.00066,0,,,
rbpf.gov.bb,LACR,631597,0.00059,0.00063,0,,,
eastpointcity.org,Georgia,611242,0.00057,0.00061,0,,,
govoffice-midwest-wy.com,WY,583752,0.00054,0.00058,0,,,
edinamn.gov,MN,569588,0.00053,0.00057,0,,,
mattesonpd.il.us,IL,564494,0.00053,0.00056,0,,,
msi.flex.craig.adams.sales.demo,,553413,0.00052,0.00055,0,,,
msi.ccrms.automated.tests.nevada,NV,536737,0.0005,0.00054,0,,,
goiwt.com,NY,530909,0.00049,0.00053,0,,,
joplinmo.org,MO,530723,0.00049,0.00053,0,,,
cps.ernesto.flex,,521355,0.00049,0.00052,0,,,
stlouisco.com,MO,503684,0.00047,0.0005,0,,,
police.jacksoncounty.sd.usa,SD,483363,0.00045,0.00048,0,,,
cps.bigbranchtest.demo12,IL,466506,0.00043,0.00047,0,,,
staging.laport.org,California,451586,0.00042,0.00045,0,,,
msi.1021storage.demo,Illinois,375534,0.00035,0.00038,0,,,
lebanonmo.org,MO,365646,0.00034,0.00037,0,,,
co.oconto.wi.us,WI,365246,0.00034,0.00037,0,,,
hyattsville.org,Maryland,358499,0.00033,0.00036,0,,,
morgantownwv.gov,WV,356779,0.00033,0.00036,0,,,
cps.tech1.responder.p1,,347491,0.00032,0.00035,0,,,
da.wi.gov,WI,342472,0.00032,0.00034,0,,,
msi.uk.demo,,308157,0.00029,0.00031,0,,,
msi.smoke.test3,ILTest3,304301,0.00028,0.0003,0,,,
dickinson.tx.dkpd.p1prod.gov,,303197,0.00028,0.0003,0,,,
p1trn.mishawakapd,GA,291405,0.00027,0.00029,0,,,
lvmpd.nv.p1cadhost.trn.gov,NV,263272,0.00025,0.00026,0,,,
rayk247.test,North Carolina,257528,0.00024,0.00026,0,,,
cummingpd.net,GA,252407,0.00024,0.00025,0,,,
23jda.com,LA,233462,0.00022,0.00023,0,,,
ashtabulacounty.us.da,OH,228333,0.00021,0.00023,0,,,
p1trn.pd.utmb.edu,TX,213390,0.0002,0.00021,0,,,
southamptontownny.gov,NY,212640,0.0002,0.00021,0,,,
p1trn.shastacoso.ca.us,,210986,0.0002,0.00021,0,,,
p1trn.pd.seabrooktx.gov,TX,209603,0.0002,0.00021,0,,,
p1trn.pd.santa-fe.tx.us,TX,208430,0.00019,0.00021,0,,,
utmbgalveston.tx.utmb.p1prod.gov,,204762,0.00019,0.0002,0,,,
pd.lakeoswego.or.us,OR,202273,0.00019,0.0002,0,,,
finance.nyc.gov,,200821,0.00019,0.0002,0,,,
p19.oceancoso.nj.us,NJ,174748,0.00016,0.00017,0,,,
training.laport.org,California,169485,0.00016,0.00017,0,,,
altusok.gov.mc,OK,167887,0.00016,0.00017,0,,,
p22.oceancoso.nj.us,NJ,146377,0.00014,0.00015,0,,,
lyon-county.org.da,NV,145374,0.00014,0.00015,0,,,
police.citynmb.com,FL,142422,0.00013,0.00014,0,,,
msi.cto,,132440,0.00012,0.00013,0,,,
p1trn.pd.sugarlandtx.gov,TX,126606,0.00012,0.00013,0,,,
fremont.gov,CA,115121,0.00011,0.00012,0,,,
laport.online,California,114308,0.00011,0.00011,0,,,
skywave.org,NY,111327,0.0001,0.00011,0,,,
msi.sedemo.demo.cc,IL,106689,0.0001,0.00011,0,,,
connellwa.org,WA,106093,0.0001,0.00011,0,,,
lvmpd.nv.p1cadhost.gov,NV,101187,9.00E-05,0.0001,0,,,
ncdps.gov,,96591,9.00E-05,0.0001,0,,,
sierracounty.ca.gov,CA,90304,8.00E-05,9.00E-05,0,,,
beta.fd.loudoun.gov,VA,89042,8.00E-05,9.00E-05,0,,,
cadhost.cceco.msi.demo,IL,88041,8.00E-05,9.00E-05,0,,,
msi.p1sales.jail.demo.a,UT,86349,8.00E-05,9.00E-05,0,,,
richtonparkpd.il.us,IL,84327,8.00E-05,8.00E-05,0,,,
teamonecomm.com,FL,82604,8.00E-05,8.00E-05,0,,,
